beta,alpha,tau,seed,rep,community_id,community_size,degree_opinion_corr
2.0,0.0,3.0,11859982052187132327,18,2,150,-0.3301128823035255
2.0,0.0,3.0,11859982052187132327,18,3,165,-0.45745675602332986
2.0,0.0,3.0,17743066785544480516,19,1,110,-0.3537678450447869
2.0,0.0,3.0,17743066785544480516,19,2,120,-0.6166179863913863
2.0,0.0,3.0,17743066785544480516,19,3,70,-0.6041639544310861
2.0,0.0,3.0,17743066785544480516,19,4,64,-0.6119177715263396
2.0,0.0,3.0,17743066785544480516,19,5,68,-0.38775415720444223
2.0,0.0,3.0,17743066785544480516,19,6,113,-0.5042901342726408
2.0,0.0,3.0,5179335373493533000,20,1,79,-0.4494312459235829
2.0,0.0,3.0,5179335373493533000,20,2,79,-0.36681742322678673
2.0,0.0,3.0,5179335373493533000,20,3,86,-0.16701099848280537
2.0,0.0,3.0,5179335373493533000,20,4,67,-0.10070354990736916
2.0,0.0,3.0,5179335373493533000,20,5,57,-0.5144583926830608
2.0,0.0,3.0,5179335373493533000,20,6,63,-0.13875036336967556
2.0,0.0,3.0,5179335373493533000,20,7,81,-0.5557579208480767
2.0,0.0,3.0,11058010281389914424,21,1,139,-0.4222775660921624
2.0,0.0,3.0,11058010281389914424,21,2,138,-0.235035707921948
2.0,0.0,3.0,11058010281389914424,21,3,147,-0.3523463366164908
2.0,0.0,3.0,11058010281389914424,21,4,148,-0.47739396564234465
2.0,0.0,3.0,16954320258439890729,22,1,67,-0.34670121713943186
2.0,0.0,3.0,16954320258439890729,22,2,154,-0.3446473483882533
2.0,0.0,3.0,16954320258439890729,22,3,157,-0.40680150203343407
2.0,0.0,3.0,16954320258439890729,22,4,109,-0.3963040037256932
2.0,0.0,3.0,16954320258439890729,22,5,68,-0.4464255302482774
2.0,0.0,3.0,4386929366747322591,23,1,84,-0.46883074609914954
2.0,0.0,3.0,4386929366747322591,23,2,113,-0.19933586818301283
2.0,0.0,3.0,4386929366747322591,23,3,107,-0.519667019958029
2.0,0.0,3.0,4386929366747322591,23,4,84,-0.4146219594902503
2.0,0.0,3.0,4386929366747322591,23,5,70,-0.4308536712547536
2.0,0.0,3.0,4386929366747322591,23,6,90,-0.38472136647400024
2.0,0.0,3.0,10267485038676014566,24,1,130,-0.34436300594657315
2.0,0.0,3.0,10267485038676014566,24,2,72,-0.0836858442135343
2.0,0.0,3.0,10267485038676014566,24,3,126,-0.4459204610117723
2.0,0.0,3.0,10267485038676014566,24,4,124,-0.4691056224599456
2.0,0.0,3.0,10267485038676014566,24,5,123,-0.44648799498691893
2.0,0.0,3.0,16147148250759920525,25,1,146,-0.3918813320176873
2.0,0.0,3.0,16147148250759920525,25,2,80,-0.45714014318056095
2.0,0.0,3.0,16147148250759920525,25,3,159,-0.40358300963008775
2.0,0.0,3.0,16147148250759920525,25,4,156,-0.44868071560503786
2.0,0.0,3.0,3582138508264716428,26,1,124,-0.3287694735049899
2.0,0.0,3.0,3582138508264716428,26,2,75,-0.2588589905802626
2.0,0.0,3.0,3582138508264716428,26,3,138,-0.3476275065770551
2.0,0.0,3.0,3582138508264716428,26,4,87,-0.28033818931456334
2.0,0.0,3.0,3582138508264716428,26,5,134,-0.45635331974141913
2.0,0.0,3.0,9459020263019215554,27,1,86,-0.5253650476792713
2.0,0.0,3.0,9459020263019215554,27,2,97,-0.4144247011165494
2.0,0.0,3.0,9459020263019215554,27,3,75,-0.32812527339499825
2.0,0.0,3.0,9459020263019215554,27,4,48,-0.536055090020888
2.0,0.0,3.0,9459020263019215554,27,5,79,-0.3983586788019607
2.0,0.0,3.0,9459020263019215554,27,6,81,-0.47126794049126225
2.0,0.0,3.0,9459020263019215554,27,7,84,-0.43354797159479286
2.0,0.0,3.0,15338917606655437387,28,1,134,-0.5059071133670718
2.0,0.0,3.0,15338917606655437387,28,2,142,-0.4228482921582166
2.0,0.0,3.0,15338917606655437387,28,3,94,-0.5331768615528426
2.0,0.0,3.0,15338917606655437387,28,4,171,-0.41802904310011957
2.0,0.0,3.0,2795026031533421827,29,1,86,-0.21099752388317652
2.0,0.0,3.0,2795026031533421827,29,2,114,-0.34212361657161594
2.0,0.0,3.0,2795026031533421827,29,3,117,-0.5642705989257174
2.0,0.0,3.0,2795026031533421827,29,4,132,-0.43627280458709394
2.0,0.0,3.0,2795026031533421827,29,5,76,-0.5654255814919126
2.0,0.0,3.0,8673475099311856166,30,1,185,-0.26334013704136194
2.0,0.0,3.0,8673475099311856166,30,2,94,-0.3714387435997344
2.0,0.0,3.0,8673475099311856166,30,3,160,-0.2812647689262366
2.0,0.0,3.0,8673475099311856166,30,4,105,-0.2171932155735571
2.0,0.5,0.0,54216894633069931,1,1,252,0.4729169282912903
2.0,0.5,0.0,54216894633069931,1,2,250,0.30729584244820857
2.0,0.5,0.0,54216894633069931,1,3,175,-0.04505627380600967
2.0,0.5,0.0,54216894633069931,1,4,201,0.33689604534162226
2.0,0.5,0.0,5936981740973546729,2,1,519,0.2980615367652932
2.0,0.5,0.0,5936981740973546729,2,2,401,0.2509069556450847
2.0,0.5,0.0,11817256431846636246,3,1,470,0.5998619502365978
2.0,0.5,0.0,11817256431846636246,3,2,443,0.416975798612886
2.0,0.5,0.0,17701911145402611706,4,1,494,0.48168090770788174
2.0,0.5,0.0,17701911145402611706,4,2,416,0.35440200064163035
2.0,0.5,0.0,5134827268709922853,5,1,491,0.36701242340516194
2.0,0.5,0.0,5134827268709922853,5,2,230,0.03759881937291093
2.0,0.5,0.0,5134827268709922853,5,3,183,-0.05911658126018606
2.0,0.5,0.0,11020094388768018239,6,1,479,0.5353849939251264
2.0,0.5,0.0,11020094388768018239,6,2,433,0.32058082178095515
2.0,0.5,0.0,16899093938210069940,7,1,383,0.14735017392893915
2.0,0.5,0.0,16899093938210069940,7,2,269,0.23374969896618383
2.0,0.5,0.0,16899093938210069940,7,3,271,0.2873175846988276
2.0,0.5,0.0,4339511954195262396,8,1,362,0.3484297027967615
2.0,0.5,0.0,4339511954195262396,8,2,291,0.30096731720253134
2.0,0.5,0.0,4339511954195262396,8,3,259,0.2582627326069998
2.0,0.5,0.0,10217613767425202488,9,1,426,0.3284838720862223
2.0,0.5,0.0,10217613767425202488,9,2,497,0.4175629503380847
2.0,0.5,0.0,16098505097490684110,10,1,456,0.49283986665310103
2.0,0.5,0.0,16098505097490684110,10,2,440,0.26784663632098055
2.0,0.5,0.0,3540786482890630217,11,1,279,0.2127561837523359
2.0,0.5,0.0,3540786482890630217,11,2,281,0.4582289559346054
2.0,0.5,0.0,3540786482890630217,11,3,341,0.4403452371099424
2.0,0.5,0.0,9422299960444063629,12,1,259,0.10119199585862829
2.0,0.5,0.0,9422299960444063629,12,2,320,0.3812998892056205
2.0,0.5,0.0,9422299960444063629,12,3,332,0.3752830900479866
2.0,0.5,0.0,15301914119706459130,13,1,537,0.39651833263861874
2.0,0.5,0.0,15301914119706459130,13,2,364,0.4003762712876745
2.0,0.5,0.0,2733555855349493260,14,1,390,0.35909543536471455
2.0,0.5,0.0,2733555855349493260,14,2,233,0.13770913017064387
2.0,0.5,0.0,2733555855349493260,14,3,283,0.3269774010365577
2.0,0.5,0.0,8624195998824739487,15,1,512,0.49352199869823105
2.0,0.5,0.0,8624195998824739487,15,2,388,0.3871974161744685
2.0,0.5,0.0,14507882412003380847,16,1,243,0.37723553015240124
2.0,0.5,0.0,14507882412003380847,16,2,335,0.4084921040894852
2.0,0.5,0.0,14507882412003380847,16,3,298,0.5859814726316748
2.0,0.5,0.0,1943270252483468961,17,1,255,0.5696569498153601
2.0,0.5,0.0,1943270252483468961,17,2,199,0.4425675176580837
2.0,0.5,0.0,1943270252483468961,17,3,188,0.41337530295220204
2.0,0.5,0.0,1943270252483468961,17,4,246,0.38660438944125197
2.0,0.5,0.0,7817039762264687539,18,1,504,0.6180357875951239
2.0,0.5,0.0,7817039762264687539,18,2,393,0.4205970564781112
2.0,0.5,0.0,13700124495622035728,19,1,481,0.2579745146370344
2.0,0.5,0.0,13700124495622035728,19,2,438,0.39340406810138345
2.0,0.5,0.0,1136393083571088212,20,1,358,0.343744418317035
2.0,0.5,0.0,1136393083571088212,20,2,406,0.47855543342580215
2.0,0.5,0.0,1136393083571088212,20,3,139,-0.04994455810668246
2.0,0.5,0.0,7015067991467469636,21,1,448,0.4680033636624735
2.0,0.5,0.0,7015067991467469636,21,2,456,0.3881719535796389
2.0,0.5,0.0,12911377968517445941,22,1,371,0.3923378639052434
2.0,0.5,0.0,12911377968517445941,22,2,526,0.4906146274764621
2.0,0.5,0.0,343987076824877803,23,1,400,0.44031863857856
2.0,0.5,0.0,343987076824877803,23,2,505,0.48272215969157345
2.0,0.5,0.0,6224542748753569778,24,1,470,0.3634039687811007
2.0,0.5,0.0,6224542748753569778,24,2,436,0.486553021303892
2.0,0.5,0.0,12104205960837475737,25,1,497,0.5414045774747483
2.0,0.5,0.0,12104205960837475737,25,2,417,0.2751391692315487
2.0,0.5,0.0,17985940292051823256,26,1,480,0.6098893149988639
2.0,0.5,0.0,17985940292051823256,26,2,406,0.49057015557916017
2.0,0.5,0.0,5416077973096770766,27,1,306,0.2769053665729253
2.0,0.5,0.0,5416077973096770766,27,2,313,0.23312171294172995
2.0,0.5,0.0,5416077973096770766,27,3,292,0.3331669398829331
2.0,0.5,0.0,11295975316732992599,28,1,535,0.44971588890901293
2.0,0.5,0.0,11295975316732992599,28,2,368,0.5158842851164046
2.0,0.5,0.0,17198827815320528655,29,1,389,0.33026542393603614
2.0,0.5,0.0,17198827815320528655,29,2,187,0.09429661761656224
2.0,0.5,0.0,17198827815320528655,29,3,335,0.4105662679924468
2.0,0.5,0.0,4630532809389411378,30,1,505,0.656282753640816
2.0,0.5,0.0,4630532809389411378,30,2,389,0.6186779722485198
2.0,0.5,1.0,329409609849662873,1,1,414,0.6232604959640965
2.0,0.5,1.0,329409609849662873,1,2,314,0.6484289300509267
2.0,0.5,1.0,6212174456190139671,2,1,317,0.4974308973188331
2.0,0.5,1.0,6212174456190139671,2,2,396,0.6651089217211407
2.0,0.5,1.0,12092449147063229188,3,1,297,0.5786597265129738
2.0,0.5,1.0,12092449147063229188,3,2,418,0.6863978740682288
2.0,0.5,1.0,17977103860619204648,4,1,346,0.5930817957956914
2.0,0.5,1.0,17977103860619204648,4,2,394,0.6317678706325809
2.0,0.5,1.0,5410019983926515795,5,1,433,0.6595021034657987
2.0,0.5,1.0,5410019983926515795,5,2,290,0.5127532919825333
2.0,0.5,1.0,11295287103984611181,6,1,318,0.618611907145984
2.0,0.5,1.0,11295287103984611181,6,2,419,0.6276669982617892
2.0,0.5,1.0,17174286653426662882,7,1,382,0.6292183431977553
2.0,0.5,1.0,17174286653426662882,7,2,344,0.6163981835335919
2.0,0.5,1.0,4614704669411855338,8,1,325,0.6486357836723871
2.0,0.5,1.0,4614704669411855338,8,2,365,0.5997124525244828
2.0,0.5,1.0,10492806482641795430,9,1,341,0.5819265864703506
2.0,0.5,1.0,10492806482641795430,9,2,366,0.698584821324023
2.0,0.5,1.0,16373697812707277052,10,1,395,0.6178809394946378
2.0,0.5,1.0,16373697812707277052,10,2,333,0.4749432541788981
2.0,0.5,1.0,3815979198107223159,11,1,424,0.6505271154263779
2.0,0.5,1.0,3815979198107223159,11,2,284,0.5679515418176267
2.0,0.5,1.0,9697492675660656571,12,1,324,0.6272030960827176
2.0,0.5,1.0,9697492675660656571,12,2,382,0.6433779599710343
2.0,0.5,1.0,15577106834923052072,13,1,391,0.6173101531200529
2.0,0.5,1.0,15577106834923052072,13,2,336,0.6018088165443704
2.0,0.5,1.0,3008748570566086202,14,1,377,0.6370139799100362
2.0,0.5,1.0,3008748570566086202,14,2,341,0.49866989240296916
2.0,0.5,1.0,8899388714041332429,15,1,434,0.6828839967477993
2.0,0.5,1.0,8899388714041332429,15,2,300,0.5727036370437589
2.0,0.5,1.0,14783075127219973789,16,1,343,0.7813101240943079
2.0,0.5,1.0,14783075127219973789,16,2,352,0.5783834813161477
2.0,0.5,1.0,2218462967700061903,17,1,265,0.404876982367677
2.0,0.5,1.0,2218462967700061903,17,2,456,0.63715531765183
2.0,0.5,1.0,8092232477481280481,18,1,184,0.2531696920252418
2.0,0.5,1.0,8092232477481280481,18,2,244,0.7356265752378635
2.0,0.5,1.0,8092232477481280481,18,3,300,0.6686561671724034
2.0,0.5,1.0,13975317210838628670,19,1,359,0.5905565735085077
2.0,0.5,1.0,13975317210838628670,19,2,211,0.7030897816859528
2.0,0.5,1.0,13975317210838628670,19,3,138,0.24292572865344095
2.0,0.5,1.0,1411585798787681154,20,1,387,0.5956279461938535
2.0,0.5,1.0,1411585798787681154,20,2,309,0.4201436713196362
2.0,0.5,1.0,7290260706684062578,21,1,340,0.569013656750839
2.0,0.5,1.0,7290260706684062578,21,2,358,0.6140107052225766
2.0,0.5,1.0,13186570683734038883,22,1,419,0.6641648913850091
2.0,0.5,1.0,13186570683734038883,22,2,324,0.47921091158088847
2.0,0.5,1.0,619179792041470745,23,1,401,0.647066591612727
2.0,0.5,1.0,619179792041470745,23,2,325,0.5010166853410879
2.0,0.5,1.0,6499735463970162720,24,1,367,0.651584885128545
2.0,0.5,1.0,6499735463970162720,24,2,348,0.626665108398813
2.0,0.5,1.0,12379398676054068679,25,1,336,0.595096799811057
2.0,0.5,1.0,12379398676054068679,25,2,356,0.6473110200398976
2.0,0.5,1.0,18261133007268416198,26,1,383,0.6086969918957454
2.0,0.5,1.0,18261133007268416198,26,2,344,0.6445005924406807
2.0,0.5,1.0,5691270688313363708,27,1,381,0.5317236396699292
2.0,0.5,1.0,5691270688313363708,27,2,338,0.6934714427198144
2.0,0.5,1.0,11571168031949585541,28,1,315,0.5783133058061453
2.0,0.5,1.0,11571168031949585541,28,2,386,0.5912775243683266
2.0,0.5,1.0,17474020530537121597,29,1,209,0.7187475617674256
2.0,0.5,1.0,17474020530537121597,29,2,196,0.5147375450045826
2.0,0.5,1.0,17474020530537121597,29,3,299,0.6951942999706795
2.0,0.5,1.0,4905725524606004320,30,1,303,0.5923377124752746
2.0,0.5,1.0,4905725524606004320,30,2,404,0.6557943569086383
2.0,0.5,3.0,8706225813251508512,1,1,255,0.403078683754502
2.0,0.5,3.0,8706225813251508512,1,2,391,0.7638202280297273
2.0,0.5,3.0,14588990659591985310,2,1,292,0.6478519003131165
2.0,0.5,3.0,14588990659591985310,2,2,318,0.7363727635505509
2.0,0.5,3.0,2022521276755523211,3,1,283,0.626238549252687
2.0,0.5,3.0,2022521276755523211,3,2,327,0.7071295260155913
2.0,0.5,3.0,7907175990311498671,4,1,338,0.5992604644544038
2.0,0.5,3.0,7907175990311498671,4,2,298,0.581196773693762
2.0,0.5,3.0,13786836187328361434,5,1,284,0.6522597225335853
2.0,0.5,3.0,13786836187328361434,5,2,342,0.7129319025785225
2.0,0.5,3.0,1225359233676905204,6,1,284,0.6454346611279622
2.0,0.5,3.0,1225359233676905204,6,2,305,0.5559780198100884
2.0,0.5,3.0,7104358783118956905,7,1,267,0.6522905705892268
2.0,0.5,3.0,7104358783118956905,7,2,333,0.6428663193910981
2.0,0.5,3.0,12991520872813700977,8,1,333,0.5695592070022398
2.0,0.5,3.0,12991520872813700977,8,2,261,0.7149354752519432
2.0,0.5,3.0,422878612334089453,9,1,311,0.6023505165061873
2.0,0.5,3.0,422878612334089453,9,2,289,0.7164400099849039
2.0,0.5,3.0,6303769942399571075,10,1,320,0.6696860230580732
2.0,0.5,3.0,6303769942399571075,10,2,318,0.624893160612675
2.0,0.5,3.0,12192795401509068798,11,1,293,0.6699554750529991
2.0,0.5,3.0,12192795401509068798,11,2,323,0.6954037873748392
2.0,0.5,3.0,18074308879062502210,12,1,258,0.52206200872183
2.0,0.5,3.0,18074308879062502210,12,2,352,0.6662748573191289
2.0,0.5,3.0,5507178964615346095,13,1,294,0.7075925754811656
2.0,0.5,3.0,5507178964615346095,13,2,327,0.7206763133933307
2.0,0.5,3.0,11385564773967931841,14,1,305,0.6089063272798935
2.0,0.5,3.0,11385564773967931841,14,2,298,0.6729463312240086
2.0,0.5,3.0,17276204917443178068,15,1,302,0.7575644439735059
2.0,0.5,3.0,17276204917443178068,15,2,313,0.6910623362819407
2.0,0.5,3.0,4713147256912267812,16,1,288,0.665705572460202
2.0,0.5,3.0,4713147256912267812,16,2,327,0.676402293424145
2.0,0.5,3.0,10595279171101907542,17,1,328,0.6310967948435069
2.0,0.5,3.0,10595279171101907542,17,2,282,0.7738917599453228
2.0,0.5,3.0,16469048680883126120,18,1,311,0.6872273492029416
2.0,0.5,3.0,16469048680883126120,18,2,286,0.6254034989829174
2.0,0.5,3.0,3905389340530922693,19,1,316,0.5779821330414183
2.0,0.5,3.0,3905389340530922693,19,2,286,0.7129372307467321
2.0,0.5,3.0,9788402002189526793,20,1,281,0.5065222826050757
2.0,0.5,3.0,9788402002189526793,20,2,343,0.6445479357287899
2.0,0.5,3.0,15667076910085908217,21,1,274,0.5327880173779793
2.0,0.5,3.0,15667076910085908217,21,2,326,0.6401251828378371
2.0,0.5,3.0,3116642813426332906,22,1,316,0.7459499561107202
2.0,0.5,3.0,3116642813426332906,22,2,313,0.6851898168202964
2.0,0.5,3.0,8995995995443316384,23,1,150,0.6199277100572878
2.0,0.5,3.0,8995995995443316384,23,2,226,0.49330819567917805
2.0,0.5,3.0,8995995995443316384,23,3,206,0.780057243062313
2.0,0.5,3.0,14876551667372008359,24,1,308,0.5608731673090822
2.0,0.5,3.0,14876551667372008359,24,2,295,0.625227778378928
2.0,0.5,3.0,2309470805746362702,25,1,292,0.5594486646424468
2.0,0.5,3.0,2309470805746362702,25,2,303,0.701054631691305
2.0,0.5,3.0,8191205136960710221,26,1,344,0.7022167666812003
2.0,0.5,3.0,8191205136960710221,26,2,254,0.6000661272295141
2.0,0.5,3.0,14068086891715209347,27,1,308,0.6827367571886221
2.0,0.5,3.0,14068086891715209347,27,2,282,0.4835301978681053
2.0,0.5,3.0,1501240161641879564,28,1,305,0.5848909742155864
2.0,0.5,3.0,1501240161641879564,28,2,307,0.6162768781999356
2.0,0.5,3.0,7404092660229415620,29,1,360,0.5715039668704274
2.0,0.5,3.0,7404092660229415620,29,2,256,0.6958670953233487
2.0,0.5,3.0,13282541728007849959,30,1,316,0.6852524526952749
2.0,0.5,3.0,13282541728007849959,30,2,285,0.6276260062656501
2.0,1.0,0.0,1502334052101395696,1,1,405,0.7750926269599532
2.0,1.0,0.0,1502334052101395696,1,2,422,0.8516719551632226
2.0,1.0,0.0,7385098898441872494,2,1,412,0.8478337547189285
2.0,1.0,0.0,7385098898441872494,2,2,430,0.8736121989924688
2.0,1.0,0.0,13265373589314962011,3,1,419,0.8581214823676915
2.0,1.0,0.0,13265373589314962011,3,2,404,0.8127701917000957
2.0,1.0,0.0,703284229161385855,4,1,366,0.7979755764824092
2.0,1.0,0.0,703284229161385855,4,2,466,0.8649488318745001
2.0,1.0,0.0,6582944426178248618,5,1,507,0.8814184727984402
2.0,1.0,0.0,6582944426178248618,5,2,300,0.8494311005657473
2.0,1.0,0.0,12468211546236344004,6,1,374,0.8500367129925284
2.0,1.0,0.0,12468211546236344004,6,2,441,0.8765589424384174
2.0,1.0,0.0,18347211095678395705,7,1,518,0.8464418669383794
2.0,1.0,0.0,18347211095678395705,7,2,197,0.6369472991985098
2.0,1.0,0.0,18347211095678395705,7,3,101,-0.22129161822849505
2.0,1.0,0.0,5787629111663588161,8,1,344,0.7815593236400235
2.0,1.0,0.0,5787629111663588161,8,2,483,0.8493540290860753
2.0,1.0,0.0,11665730924893528253,9,1,397,0.7944846087710696
2.0,1.0,0.0,11665730924893528253,9,2,162,0.4608570884559465
2.0,1.0,0.0,11665730924893528253,9,3,290,0.7790274075642678
2.0,1.0,0.0,17546622254959009875,10,1,404,0.8868542833412554
2.0,1.0,0.0,17546622254959009875,10,2,288,0.849711907929036
2.0,1.0,0.0,17546622254959009875,10,3,156,0.6185667637781381
2.0,1.0,0.0,4988903640358955982,11,1,292,0.7790380128566957
2.0,1.0,0.0,4988903640358955982,11,2,362,0.793627907052384
2.0,1.0,0.0,4988903640358955982,11,3,172,0.4729038940726102
2.0,1.0,0.0,10870417117912389394,12,1,412,0.8424189475122645
2.0,1.0,0.0,10870417117912389394,12,2,402,0.8647822926794836
2.0,1.0,0.0,16750031277174784895,13,1,463,0.8618575977939708
2.0,1.0,0.0,16750031277174784895,13,2,349,0.8536577023989143
2.0,1.0,0.0,4181673012817819025,14,1,384,0.8100220728828106
2.0,1.0,0.0,4181673012817819025,14,2,451,0.8365142483168766
2.0,1.0,0.0,10072313156293065252,15,1,308,0.8178182189193876
2.0,1.0,0.0,10072313156293065252,15,2,148,0.32246455553007747
2.0,1.0,0.0,10072313156293065252,15,3,374,0.8284197593240895
2.0,1.0,0.0,15955999569471706612,16,1,395,0.8073358171361146
2.0,1.0,0.0,15955999569471706612,16,2,417,0.8828131833439589
2.0,1.0,0.0,3391387409951794726,17,1,380,0.8242283070306972
2.0,1.0,0.0,3391387409951794726,17,2,428,0.8514001540330511
2.0,1.0,0.0,9265156919733013304,18,1,398,0.8388753651523179
2.0,1.0,0.0,9265156919733013304,18,2,416,0.802807654674142
2.0,1.0,0.0,15148241653090361493,19,1,405,0.8649308601381712
2.0,1.0,0.0,15148241653090361493,19,2,419,0.8510857704150475
2.0,1.0,0.0,2584510241039413977,20,1,328,0.8453695511802162
2.0,1.0,0.0,2584510241039413977,20,2,322,0.8097437072254446
2.0,1.0,0.0,2584510241039413977,20,3,155,0.2805755263546603
2.0,1.0,0.0,8463185148935795401,21,1,327,0.815743201842527
2.0,1.0,0.0,8463185148935795401,21,2,144,0.08562354175614169
2.0,1.0,0.0,8463185148935795401,21,3,364,0.762307062245636
2.0,1.0,0.0,14359495125985771706,22,1,449,0.8648840561726816
2.0,1.0,0.0,14359495125985771706,22,2,363,0.788201410686846
2.0,1.0,0.0,1792104234293203568,23,1,396,0.8141451337289923
2.0,1.0,0.0,1792104234293203568,23,2,420,0.8349333134300071
2.0,1.0,0.0,7672659906221895543,24,1,397,0.8182446159025292
2.0,1.0,0.0,7672659906221895543,24,2,304,0.8221118304637143
2.0,1.0,0.0,7672659906221895543,24,3,139,0.35954295496345745
2.0,1.0,0.0,13552323118305801502,25,1,461,0.8269690268278883
2.0,1.0,0.0,13552323118305801502,25,2,365,0.8189603185295445
2.0,1.0,0.0,987313375810597405,26,1,420,0.8518249014254158
2.0,1.0,0.0,987313375810597405,26,2,392,0.8426369716597236
2.0,1.0,0.0,6864195130565096531,27,1,550,0.8916251579250697
2.0,1.0,0.0,6864195130565096531,27,2,279,0.6648301441517716
2.0,1.0,0.0,12744092474201318364,28,1,344,0.8895533845889301
2.0,1.0,0.0,12744092474201318364,28,2,454,0.8228098146428768
2.0,1.0,0.0,200200899079302804,29,1,426,0.7839033157042791
2.0,1.0,0.0,200200899079302804,29,2,405,0.7943567919270295
2.0,1.0,0.0,6078649966857737143,30,1,266,0.8370635116647764
2.0,1.0,0.0,6078649966857737143,30,2,541,0.8540795320215017
2.0,1.0,1.0,1777526767317988638,1,1,342,0.8448062241367611
2.0,1.0,1.0,1777526767317988638,1,2,316,0.863448854383502
2.0,1.0,1.0,7660291613658465436,2,1,377,0.8717182480616019
2.0,1.0,1.0,7660291613658465436,2,2,299,0.7270279940769654
2.0,1.0,1.0,13540566304531554953,3,1,432,0.8805954589505373
2.0,1.0,1.0,13540566304531554953,3,2,241,0.7140206426073787
2.0,1.0,1.0,978476944377978797,4,1,327,0.8113118526140942
2.0,1.0,1.0,978476944377978797,4,2,334,0.8039648500577196
2.0,1.0,1.0,6858137141394841560,5,1,283,0.8666406459229298
2.0,1.0,1.0,6858137141394841560,5,2,381,0.8459133649694544
2.0,1.0,1.0,12743404261452936946,6,1,305,0.754473897142322
2.0,1.0,1.0,12743404261452936946,6,2,242,0.8920706491399535
2.0,1.0,1.0,12743404261452936946,6,3,109,-0.3444817743239602
2.0,1.0,1.0,175659737185437031,7,1,305,0.7949232851069604
2.0,1.0,1.0,175659737185437031,7,2,341,0.7811723285705829
2.0,1.0,1.0,6062821826880181103,8,1,393,0.8531123517662422
2.0,1.0,1.0,6062821826880181103,8,2,291,0.7862602807168506
2.0,1.0,1.0,11940923640110121195,9,1,334,0.8258786390767694
2.0,1.0,1.0,11940923640110121195,9,2,330,0.7683547438256244
2.0,1.0,1.0,17821814970175602817,10,1,297,0.8741029472912124
2.0,1.0,1.0,17821814970175602817,10,2,120,0.29700428639872795
2.0,1.0,1.0,17821814970175602817,10,3,247,0.9150377661358473
2.0,1.0,1.0,5264096355575548924,11,1,318,0.8471400894106904
2.0,1.0,1.0,5264096355575548924,11,2,233,0.8865974409489948
2.0,1.0,1.0,5264096355575548924,11,3,112,-0.0496316511932244
2.0,1.0,1.0,11145609833128982336,12,1,340,0.8213039189099934
2.0,1.0,1.0,11145609833128982336,12,2,320,0.8849962816787015
2.0,1.0,1.0,17025223992391377837,13,1,245,0.783897551831095
2.0,1.0,1.0,17025223992391377837,13,2,215,0.8881539482684293
2.0,1.0,1.0,17025223992391377837,13,3,246,0.9094676914837614
2.0,1.0,1.0,4456865728034411967,14,1,321,0.8770766717928467
2.0,1.0,1.0,4456865728034411967,14,2,332,0.856472287430111
2.0,1.0,1.0,10347505871509658194,15,1,333,0.8281828697794238
2.0,1.0,1.0,10347505871509658194,15,2,332,0.8938972013400917
2.0,1.0,1.0,16231192284688299554,16,1,344,0.8744141688179853
2.0,1.0,1.0,16231192284688299554,16,2,305,0.8019591428807411
2.0,1.0,1.0,3666580125168387668,17,1,301,0.7760085121845837
2.0,1.0,1.0,3666580125168387668,17,2,367,0.8382767874527722
2.0,1.0,1.0,9540349634949606246,18,1,329,0.8142361280541561
2.0,1.0,1.0,9540349634949606246,18,2,326,0.8360947663188569
2.0,1.0,1.0,15423434368306954435,19,1,306,0.8659139996430659
2.0,1.0,1.0,15423434368306954435,19,2,342,0.840343375215484
2.0,1.0,1.0,2859702956256006919,20,1,375,0.8386720274962461
2.0,1.0,1.0,2859702956256006919,20,2,289,0.8461565205801441
2.0,1.0,1.0,8738377864152388343,21,1,348,0.8540157791950478
2.0,1.0,1.0,8738377864152388343,21,2,308,0.8816995238317433
2.0,1.0,1.0,14634687841202364648,22,1,337,0.8453014618335785
2.0,1.0,1.0,14634687841202364648,22,2,317,0.8959182362949507
2.0,1.0,1.0,2067296949509796510,23,1,310,0.9044602708694846
2.0,1.0,1.0,2067296949509796510,23,2,354,0.8674926758896329
2.0,1.0,1.0,7947852621438488485,24,1,355,0.9039255143440655
2.0,1.0,1.0,7947852621438488485,24,2,297,0.853759115792012
2.0,1.0,1.0,13827515833522394444,25,1,336,0.8505674958071886
2.0,1.0,1.0,13827515833522394444,25,2,319,0.8767221504516535
2.0,1.0,1.0,1262506091027190347,26,1,315,0.8460022389232122
2.0,1.0,1.0,1262506091027190347,26,2,350,0.8906505627939678
2.0,1.0,1.0,7139387845781689473,27,1,290,0.8448009551457143
2.0,1.0,1.0,7139387845781689473,27,2,118,0.17348232073786168
2.0,1.0,1.0,7139387845781689473,27,3,244,0.9079355399199902
2.0,1.0,1.0,13019285189417911306,28,1,337,0.8765870724254948
2.0,1.0,1.0,13019285189417911306,28,2,334,0.8280817090818751
2.0,1.0,1.0,475393614295895746,29,1,330,0.8171099417350156
2.0,1.0,1.0,475393614295895746,29,2,325,0.8265464020579774
2.0,1.0,1.0,6353842682074330085,30,1,342,0.8180135858181224
2.0,1.0,1.0,6353842682074330085,30,2,326,0.8259498890525027
2.0,1.0,3.0,10154342970719834277,1,1,298,0.7726044549781769
2.0,1.0,3.0,10154342970719834277,1,2,282,0.8383934333963171
2.0,1.0,3.0,16037107817060311075,2,1,276,0.8015777107775098
